date,produit,categorie,prix_vente,demande_journaliere,quantite_vendue,ventes_perdues,stock_initial,duree_peremption,temperature,promotion,jour_semaine,weekend,evenement,chiffre_affaires
2022-01-08,Bananes_kg,Fruits,2353,93,75,18,75,5,35.93375046363061,0,Saturday,1,Aucun,176475
2022-01-08,Poulet_frais,Viandes,1418,115,52,63,52,3,33.06028134727242,0,Saturday,1,Aucun,73736
2022-01-08,Poisson_frais,Poissons,2156,395,208,187,208,2,36.960902784005974,0,Saturday,1,Aucun,448448
2022-01-08,Riz_5kg,Epicerie,377,287,157,130,157,365,30.43077128335894,0,Saturday,1,Aucun,59189
2022-01-08,Sucre_1kg,Epicerie,775,227,92,135,92,730,34.93557511287602,0,Saturday,1,Aucun,71300
2022-01-08,Huile_1L,Epicerie,583,152,106,46,106,550,32.514248686943795,0,Saturday,1,Aucun,61798
2022-01-08,Viandes_kg,Viandes,3593,334,95,239,95,5,34.84928567165259,0,Saturday,1,Aucun,341335
2022-01-09,Lait_1L,Laitage,1306,214,106,108,106,7,35.85794049856485,0,Sunday,1,Aucun,138436
2022-01-09,Yaourt,Laitage,461,319,219,100,219,5,32.555647616029106,0,Sunday,1,Aucun,100959
2022-01-09,Tomates_kg,Légumes,274,225,159,66,159,5,37.64578973114972,0,Sunday,1,Aucun,43566
2022-01-09,Oignons_kg,Légumes,729,161,79,82,79,10,35.68898739269942,0,Sunday,1,Aucun,57591
2022-01-09,Bananes_kg,Fruits,2558,133,53,80,53,5,38.86521902053547,0,Sunday,1,Aucun,135574
2022-01-09,Poulet_frais,Viandes,1536,114,35,79,35,3,34.566427743938284,1,Sunday,1,Aucun,53760
2022-01-09,Poisson_frais,Poissons,2063,373,204,169,204,2,37.28854187239436,0,Sunday,1,Aucun,420852
2022-01-09,Riz_5kg,Epicerie,424,287,163,124,163,365,35.730369532099665,0,Sunday,1,Aucun,69112
2022-01-09,Sucre_1kg,Epicerie,888,240,110,130,110,730,37.12377310090902,0,Sunday,1,Aucun,97680
2022-01-09,Huile_1L,Epicerie,573,202,97,105,97,550,27.98122099245534,1,Sunday,1,Aucun,55581
2022-01-09,Viandes_kg,Viandes,3623,351,131,220,131,5,36.01548922248324,0,Sunday,1,Aucun,474613
2022-01-10,Lait_1L,Laitage,1170,77,77,0,146,7,36.21146167603791,0,Monday,0,Aucun,90090
2022-01-10,Yaourt,Laitage,520,118,84,34,84,5,33.95741979868114,0,Monday,0,Aucun,43680
2022-01-10,Tomates_kg,Légumes,261,110,88,22,88,5,32.06370885265308,0,Monday,0,Aucun,22968
2022-01-10,Oignons_kg,Légumes,709,73,73,0,75,10,30.103345761714444,0,Monday,0,Aucun,51757
2022-01-10,Bananes_kg,Fruits,2608,49,41,8,41,5,34.83324598726863,1,Monday,0,Aucun,106928
2022-01-10,Poulet_frais,Viandes,1516,28,28,0,72,3,36.44302769521014,0,Monday,0,Aucun,42448
2022-01-10,Poisson_frais,Poissons,1967,153,128,25,128,2,40.66048433637271,0,Monday,0,Aucun,251776
2022-01-10,Riz_5kg,Epicerie,378,127,127,0,131,365,31.29516681938776,0,Monday,0,Aucun,48006
2022-01-10,Sucre_1kg,Epicerie,759,95,95,0,116,730,36.98232569516642,0,Monday,0,Aucun,72105
2022-01-10,Huile_1L,Epicerie,516,78,46,32,46,550,30.332750072385114,1,Monday,0,Aucun,23736
2022-01-10,Viandes_kg,Viandes,3848,148,114,34,114,5,35.93892245545056,0,Monday,0,Aucun,438672
2022-01-11,Lait_1L,Laitage,1160,80,71,9,71,7,32.982596451888455,0,Tuesday,0,Aucun,82360
2022-01-11,Yaourt,Laitage,500,125,125,0,150,5,35.44667068295667,0,Tuesday,0,Aucun,62500
2022-01-11,Tomates_kg,Légumes,294,108,104,4,104,5,38.258316580308964,0,Tuesday,0,Aucun,30576
2022-01-11,Oignons_kg,Légumes,689,50,50,0,77,10,40.849197786803686,0,Tuesday,0,Aucun,34450
2022-01-11,Bananes_kg,Fruits,2334,59,39,20,39,5,37.499671632862224,0,Tuesday,0,Aucun,91026
2022-01-11,Poulet_frais,Viandes,1460,47,32,15,32,3,31.61284468634831,0,Tuesday,0,Aucun,46720
2022-01-11,Poisson_frais,Poissons,2042,190,190,0,261,2,38.74941595823365,1,Tuesday,0,Aucun,387980
2022-01-11,Riz_5kg,Epicerie,413,114,81,33,81,365,32.29840134443857,0,Tuesday,0,Aucun,33453
2022-01-11,Sucre_1kg,Epicerie,792,103,88,15,88,730,37.7720810576207,0,Tuesday,0,Aucun,69696
2022-01-11,Huile_1L,Epicerie,635,69,56,13,56,550,29.740678859185355,0,Tuesday,0,Aucun,35560
2022-01-11,Viandes_kg,Viandes,3694,151,151,0,188,5,37.91546807051821,0,Tuesday,0,Aucun,557794
2022-01-12,Lait_1L,Laitage,1210,75,74,1,74,7,29.869494822030124,0,Wednesday,0,Aucun,89540
2022-01-12,Yaourt,Laitage,532,136,136,0,154,5,35.36194167798438,0,Wednesday,0,Aucun,72352
2022-01-12,Tomates_kg,Légumes,324,114,114,0,135,5,27.265353711012523,0,Wednesday,0,Aucun,36936
2022-01-12,Oignons_kg,Légumes,740,66,66,0,84,10,34.030204132111834,0,Wednesday,0,Aucun,48840
2022-01-12,Bananes_kg,Fruits,2384,50,50,0,58,5,34.33237558348658,0,Wednesday,0,Aucun,119200
2022-01-12,Poulet_frais,Viandes,1541,35,35,0,59,3,34.61691244816768,1,Wednesday,0,Aucun,53935
2022-01-12,Poisson_frais,Poissons,1831,185,180,5,180,2,29.84137697986334,0,Wednesday,0,Aucun,329580
2022-01-12,Riz_5kg,Epicerie,435,127,114,13,114,365,34.895034528509115,0,Wednesday,0,Aucun,49590
2022-01-12,Sucre_1kg,Epicerie,839,106,103,3,103,730,36.597785328111655,1,Wednesday,0,Aucun,86417
2022-01-12,Huile_1L,Epicerie,603,89,56,33,56,550,38.1937060340801,0,Wednesday,0,Aucun,33768
2022-01-12,Viandes_kg,Viandes,3950,131,114,17,114,5,36.37754023768531,1,Wednesday,0,Aucun,450300
2022-01-13,Lait_1L,Laitage,1212,89,81,8,81,7,36.288854657397756,0,Thursday,0,Aucun,98172
2022-01-13,Yaourt,Laitage,528,150,138,12,138,5,34.36018287210263,1,Thursday,0,Aucun,72864
2022-01-13,Tomates_kg,Légumes,319,104,104,0,165,5,39.04356734398711,0,Thursday,0,Aucun,33176
2022-01-13,Oignons_kg,Légumes,746,70,70,0,94,10,38.03994810816606,0,Thursday,0,Aucun,52220
2022-01-13,Bananes_kg,Fruits,2535,45,42,3,42,5,37.603295072512665,0,Thursday,0,Aucun,106470
2022-01-13,Poulet_frais,Viandes,1498,41,41,0,56,3,38.19644112519605,1,Thursday,0,Aucun,61418
2022-01-13,Poisson_frais,Poissons,2145,178,178,0,220,2,33.663492435797686,0,Thursday,0,Aucun,381810
2022-01-13,Riz_5kg,Epicerie,368,148,142,6,142,365,32.58563925001903,0,Thursday,0,Aucun,52256
2022-01-13,Sucre_1kg,Epicerie,760,97,74,23,74,730,39.65150147844223,0,Thursday,0,Aucun,56240
2022-01-13,Huile_1L,Epicerie,595,83,69,14,69,550,33.008309259360004,0,Thursday,0,Aucun,41055
2022-01-13,Viandes_kg,Viandes,3601,138,138,0,199,5,33.08678004724605,0,Thursday,0,Aucun,496938
2022-01-14,Lait_1L,Laitage,1350,88,88,0,96,7,34.49565531312412,0,Friday,0,Aucun,118800
2022-01-14,Yaourt,Laitage,511,137,137,0,161,5,32.502933280687316,0,Friday,0,Aucun,70007
2022-01-14,Tomates_kg,Légumes,266,91,73,18,73,5,37.81351490469993,0,Friday,0,Aucun,19418
2022-01-14,Oignons_kg,Légumes,737,48,48,0,106,10,36.63049730836803,0,Friday,0,Aucun,35376
2022-01-14,Bananes_kg,Fruits,2568,41,34,7,34,5,32.80720988017424,0,Friday,0,Aucun,87312
2022-01-14,Poulet_frais,Viandes,1589,50,37,13,37,3,34.950731311781745,0,Friday,0,Aucun,58793
2022-01-14,Poisson_frais,Poissons,2015,195,190,5,190,2,31.604551573601913,0,Friday,0,Aucun,382850
2022-01-14,Riz_5kg,Epicerie,414,140,133,7,133,365,36.21685277942114,0,Friday,0,Aucun,55062
2022-01-14,Sucre_1kg,Epicerie,798,118,66,52,66,730,36.946129662768925,0,Friday,0,Aucun,52668
2022-01-14,Huile_1L,Epicerie,575,84,76,8,76,550,38.61952689952507,0,Friday,0,Aucun,43700
2022-01-14,Viandes_kg,Viandes,3704,144,102,42,102,5,35.010244253535234,0,Friday,0,Aucun,377808
2022-01-15,Lait_1L,Laitage,1211,213,137,76,137,7,34.3364080048226,0,Saturday,1,Aucun,165907
2022-01-15,Yaourt,Laitage,488,301,101,200,101,5,32.8883160490987,1,Saturday,1,Aucun,49288
2022-01-15,Tomates_kg,Légumes,327,217,81,136,81,5,34.29802799929351,0,Saturday,1,Aucun,26487
2022-01-15,Oignons_kg,Légumes,695,156,91,65,91,10,32.78037717060984,0,Saturday,1,Aucun,63245
2022-01-15,Bananes_kg,Fruits,2346,107,55,52,55,5,34.66102465439574,1,Saturday,1,Aucun,129030
2022-01-15,Poulet_frais,Viandes,1518,98,35,63,35,3,35.323039609179816,0,Saturday,1,Aucun,53130
2022-01-15,Poisson_frais,Poissons,2024,392,180,212,180,2,36.29252073300125,0,Saturday,1,Aucun,364320
2022-01-15,Riz_5kg,Epicerie,410,299,138,161,138,365,32.21200341769318,0,Saturday,1,Aucun,56580
2022-01-15,Sucre_1kg,Epicerie,790,250,119,131,119,730,35.80900807219121,0,Saturday,1,Aucun,94010
2022-01-15,Huile_1L,Epicerie,595,172,108,64,108,550,38.98745759039729,0,Saturday,1,Aucun,64260
2022-01-15,Viandes_kg,Viandes,3435,352,98,254,98,5,34.87952614806697,0,Saturday,1,Aucun,336630
2022-01-16,Lait_1L,Laitage,1317,190,126,64,126,7,37.987256710044065,0,Sunday,1,Aucun,165942
2022-01-16,Yaourt,Laitage,518,337,111,226,111,5,38.64546502661526,1,Sunday,1,Aucun,57498
2022-01-16,Tomates_kg,Légumes,299,234,135,99,135,5,36.31014190067101,1,Sunday,1,Aucun,40365
2022-01-16,Oignons_kg,Légumes,672,129,113,16,113,10,35.18750819974843,0,Sunday,1,Aucun,75936
2022-01-16,Bananes_kg,Fruits,2623,110,67,43,67,5,31.678041459961065,0,Sunday,1,Aucun,175741
2022-01-16,Poulet_frais,Viandes,1566,105,73,32,73,3,35.631703932885756,0,Sunday,1,Aucun,114318
2022-01-16,Poisson_frais,Poissons,2131,387,210,177,210,2,36.678077626184994,0,Sunday,1,Aucun,447510
2022-01-16,Riz_5kg,Epicerie,375,308,115,193,115,365,34.33426264161934,0,Sunday,1,Aucun,43125
2022-01-16,Sucre_1kg,Epicerie,758,246,78,168,78,730,33.7278842540015,1,Sunday,1,Aucun,59124
2022-01-16,Huile_1L,Epicerie,635,168,95,73,95,550,31.066336969474655,0,Sunday,1,Aucun,60325
2022-01-16,Viandes_kg,Viandes,3909,357,186,171,186,5,33.577477050710286,0,Sunday,1,Aucun,727074
2022-01-17,Lait_1L,Laitage,1220,94,69,25,69,7,44.31460228540016,0,Monday,0,Aucun,84180
2022-01-17,Yaourt,Laitage,459,137,137,0,158,5,30.36938656449466,1,Monday,0,Aucun,62883
2022-01-17,Tomates_kg,Légumes,265,102,71,31,71,5,32.98253158060915,0,Monday,0,Aucun,18815
2022-01-17,Oignons_kg,Légumes,699,66,66,0,81,10,30.378743984332893,0,Monday,0,Aucun,46134
2022-01-17,Bananes_kg,Fruits,2725,36,36,0,76,5,39.6267678381455,0,Monday,0,Aucun,98100
2022-01-17,Poulet_frais,Viandes,1583,38,38,0,59,3,30.12134685623378,0,Monday,0,Aucun,60154
2022-01-17,Poisson_frais,Poissons,1934,186,186,0,294,2,29.243975728904548,0,Monday,0,Aucun,359724
2022-01-17,Riz_5kg,Epicerie,374,123,75,48,75,365,31.22024010088053,0,Monday,0,Aucun,28050
2022-01-17,Sucre_1kg,Epicerie,796,103,103,0,135,730,38.64352785591605,0,Monday,0,Aucun,81988
2022-01-17,Huile_1L,Epicerie,621,53,53,0,122,550,34.41095045274506,0,Monday,0,Aucun,32913
2022-01-17,Viandes_kg,Viandes,3330,188,148,40,148,5,35.23590557094827,0,Monday,0,Aucun,492840
2022-01-18,Lait_1L,Laitage,1208,73,73,0,106,7,36.357604675464,0,Tuesday,0,Aucun,88184
2022-01-18,Yaourt,Laitage,516,169,169,0,230,5,32.18459626938245,0,Tuesday,0,Aucun,87204
2022-01-18,Tomates_kg,Légumes,312,104,64,40,64,5,40.742094061600355,1,Tuesday,0,Aucun,19968
2022-01-18,Oignons_kg,Légumes,726,68,68,0,85,10,35.54193639282632,1,Tuesday,0,Aucun,49368
2022-01-18,Bananes_kg,Fruits,2625,56,31,25,31,5,37.830391525596106,1,Tuesday,0,Aucun,81375
2022-01-18,Poulet_frais,Viandes,1441,57,57,0,65,3,35.90719653271467,0,Tuesday,0,Aucun,82137
2022-01-18,Poisson_frais,Poissons,1982,163,163,0,228,2,33.825723449939794,0,Tuesday,0,Aucun,323066
2022-01-18,Riz_5kg,Epicerie,431,126,126,0,217,365,32.34450950300046,0,Tuesday,0,Aucun,54306
2022-01-18,Sucre_1kg,Epicerie,925,119,119,0,133,730,38.029451268027906,0,Tuesday,0,Aucun,110075
2022-01-18,Huile_1L,Epicerie,550,80,69,11,69,550,30.831282599709212,0,Tuesday,0,Aucun,37950
2022-01-18,Viandes_kg,Viandes,3653,176,176,0,197,5,36.72640600248329,1,Tuesday,0,Aucun,642928
2022-01-19,Lait_1L,Laitage,1194,90,70,20,70,7,30.80744530146838,0,Wednesday,0,Aucun,83580
2022-01-19,Yaourt,Laitage,522,137,137,0,235,5,35.62053155598957,0,Wednesday,0,Aucun,71514
2022-01-19,Tomates_kg,Légumes,319,113,63,50,63,5,35.274302382676986,0,Wednesday,0,Aucun,20097
2022-01-19,Oignons_kg,Légumes,694,57,57,0,81,10,32.31347179356471,0,Wednesday,0,Aucun,39558
2022-01-19,Bananes_kg,Fruits,2446,52,52,0,73,5,35.37567350794372,1,Wednesday,0,Aucun,127192
2022-01-19,Poulet_frais,Viandes,1465,47,33,14,33,3,36.20357664898067,0,Wednesday,0,Aucun,48345
2022-01-19,Poisson_frais,Poissons,1929,181,148,33,148,2,37.24149567277875,0,Wednesday,0,Aucun,285492
2022-01-19,Riz_5kg,Epicerie,412,119,119,0,143,365,35.8369824866714,0,Wednesday,0,Aucun,49028
2022-01-19,Sucre_1kg,Epicerie,770,104,104,0,107,730,31.80979506344644,0,Wednesday,0,Aucun,80080
2022-01-19,Huile_1L,Epicerie,612,70,69,1,69,550,35.49072000676596,1,Wednesday,0,Aucun,42228
2022-01-19,Viandes_kg,Viandes,3603,144,144,0,256,5,38.12782650690946,0,Wednesday,0,Aucun,518832
2022-01-20,Lait_1L,Laitage,1098,75,75,0,146,7,37.60430942887379,0,Thursday,0,Aucun,82350
2022-01-20,Yaourt,Laitage,500,127,92,35,92,5,32.72287865837406,0,Thursday,0,Aucun,46000
2022-01-20,Tomates_kg,Légumes,279,80,80,0,177,5,37.500586884826774,0,Thursday,0,Aucun,22320
2022-01-20,Oignons_kg,Légumes,760,71,71,0,74,10,34.21850431418383,0,Thursday,0,Aucun,53960
2022-01-20,Bananes_kg,Fruits,2305,50,50,0,86,5,32.2379792207619,0,Thursday,0,Aucun,115250
2022-01-20,Poulet_frais,Viandes,1545,36,36,0,40,3,38.27393036178281,1,Thursday,0,Aucun,55620
2022-01-20,Poisson_frais,Poissons,1976,173,173,0,220,2,37.34023453914975,0,Thursday,0,Aucun,341848
2022-01-20,Riz_5kg,Epicerie,391,123,123,0,216,365,34.12758175956789,0,Thursday,0,Aucun,48093
2022-01-20,Sucre_1kg,Epicerie,886,97,97,0,126,730,30.16746663331476,0,Thursday,0,Aucun,85942
2022-01-20,Huile_1L,Epicerie,656,86,86,0,87,550,40.06907124007617,0,Thursday,0,Aucun,56416
2022-01-20,Viandes_kg,Viandes,3749,165,165,0,247,5,37.041973818594634,0,Thursday,0,Aucun,618585
2022-01-21,Lait_1L,Laitage,1167,84,84,0,122,7,33.697669461512056,1,Friday,0,Aucun,98028
2022-01-21,Yaourt,Laitage,561,145,112,33,112,5,42.887637893900816,1,Friday,0,Aucun,62832
2022-01-21,Tomates_kg,Légumes,305,103,62,41,62,5,32.60138323630195,0,Friday,0,Aucun,18910
2022-01-21,Oignons_kg,Légumes,667,71,70,1,70,10,32.09142833144006,0,Friday,0,Aucun,46690
2022-01-21,Bananes_kg,Fruits,2552,57,31,26,31,5,32.10044892219502,0,Friday,0,Aucun,79112
2022-01-21,Poulet_frais,Viandes,1446,39,33,6,33,3,33.988742086645885,0,Friday,0,Aucun,47718
2022-01-21,Poisson_frais,Poissons,2000,176,176,0,196,2,35.481721943149594,0,Friday,0,Aucun,352000
2022-01-21,Riz_5kg,Epicerie,434,117,117,0,137,365,41.866046206393015,0,Friday,0,Aucun,50778
2022-01-21,Sucre_1kg,Epicerie,830,105,105,0,145,730,36.62438818461436,0,Friday,0,Aucun,87150
2022-01-21,Huile_1L,Epicerie,554,91,91,0,102,550,32.61067945682126,0,Friday,0,Aucun,50414
2022-01-21,Viandes_kg,Viandes,3558,152,152,0,171,5,30.836161818300383,0,Friday,0,Aucun,540816
2022-01-22,Lait_1L,Laitage,1117,185,131,54,131,7,36.66149999534464,0,Saturday,1,Aucun,146327
2022-01-22,Yaourt,Laitage,504,281,220,61,220,5,36.395136383045546,0,Saturday,1,Aucun,110880
2022-01-22,Tomates_kg,Légumes,321,263,163,100,163,5,35.45815369765948,0,Saturday,1,Aucun,52323
2022-01-22,Oignons_kg,Légumes,734,159,118,41,118,10,34.62863123656724,0,Saturday,1,Aucun,86612
2022-01-22,Bananes_kg,Fruits,2331,108,64,44,64,5,36.726108881577126,0,Saturday,1,Aucun,149184
2022-01-22,Poulet_frais,Viandes,1589,97,31,66,31,3,33.16733032529423,0,Saturday,1,Aucun,49259
2022-01-22,Poisson_frais,Poissons,2060,389,210,179,210,2,32.84754444175675,0,Saturday,1,Aucun,432600
2022-01-22,Riz_5kg,Epicerie,382,335,123,212,123,365,32.415848892929766,0,Saturday,1,Aucun,46986
2022-01-22,Sucre_1kg,Epicerie,802,239,95,144,95,730,37.06083947794167,0,Saturday,1,Aucun,76190
