date,produit,categorie,prix_vente,demande_journaliere,quantite_vendue,ventes_perdues,stock_initial,duree_peremption,temperature,promotion,jour_semaine,weekend,evenement,chiffre_affaires
2022-01-02,Riz_5kg,Epicerie,400,302,137,165,137,365,34.820548209014994,0,Sunday,1,Aucun,54800
2022-01-02,Sucre_1kg,Epicerie,800,246,162,84,162,730,37.883521299255065,0,Sunday,1,Aucun,129600
2022-01-02,Huile_1L,Epicerie,600,179,76,103,76,550,39.86876149802412,0,Sunday,1,Aucun,45600
2022-01-02,Viandes_kg,Viandes,3700,334,223,111,223,5,37.47119923092542,0,Sunday,1,Aucun,825100
2022-01-03,Lait_1L,Laitage,1200,80,80,0,111,7,39.11558640064933,0,Monday,0,Aucun,96000
2022-01-03,Yaourt,Laitage,500,129,129,0,200,5,35.5266598818645,0,Monday,0,Aucun,64500
2022-01-03,Tomates_kg,Légumes,300,97,86,11,86,5,30.753887773848756,0,Monday,0,Aucun,25800
2022-01-03,Oignons_kg,Légumes,700,73,71,2,71,10,33.73806403170392,0,Monday,0,Aucun,49700
2022-01-03,Bananes_kg,Fruits,2500,56,56,0,78,5,32.46194895063288,0,Monday,0,Aucun,140000
2022-01-03,Poulet_frais,Viandes,1500,45,41,4,41,3,32.532531893659815,0,Monday,0,Aucun,61500
2022-01-03,Poisson_frais,Poissons,2000,177,152,25,152,2,36.01946289255993,0,Monday,0,Aucun,304000
2022-01-03,Riz_5kg,Epicerie,400,138,138,0,197,365,34.97785955016628,0,Monday,0,Aucun,55200
2022-01-03,Sucre_1kg,Epicerie,800,113,113,0,157,730,36.760571281400814,0,Monday,0,Aucun,90400
2022-01-03,Huile_1L,Epicerie,600,87,87,0,114,550,41.57136687742994,0,Monday,0,Aucun,52200
2022-01-03,Viandes_kg,Viandes,3700,158,158,0,253,5,35.02743303722041,0,Monday,0,Aucun,584600
2022-01-04,Lait_1L,Laitage,1200,85,82,3,82,7,33.903382109502374,0,Tuesday,0,Aucun,98400
2022-01-04,Yaourt,Laitage,500,152,90,62,90,5,32.65024012299129,1,Tuesday,0,Aucun,45000
2022-01-04,Tomates_kg,Légumes,300,104,75,29,75,5,34.03381545138297,0,Tuesday,0,Aucun,22500
2022-01-04,Oignons_kg,Légumes,700,62,41,21,41,10,38.00145682328631,0,Tuesday,0,Aucun,28700
2022-01-04,Bananes_kg,Fruits,2500,61,45,16,45,5,35.45726258677778,0,Tuesday,0,Aucun,112500
2022-01-04,Poulet_frais,Viandes,1500,39,39,0,48,3,36.95914493314928,0,Tuesday,0,Aucun,58500
2022-01-04,Poisson_frais,Poissons,2000,155,155,0,252,2,38.30806239638814,0,Tuesday,0,Aucun,310000
2022-01-04,Riz_5kg,Epicerie,400,115,115,0,128,365,35.45197713044984,0,Tuesday,0,Aucun,46000
2022-01-04,Sucre_1kg,Epicerie,800,107,67,40,67,730,34.95285518044266,0,Tuesday,0,Aucun,53600
2022-01-04,Huile_1L,Epicerie,600,76,76,0,120,550,41.820035474052446,0,Tuesday,0,Aucun,45600
2022-01-04,Viandes_kg,Viandes,3700,153,116,37,116,5,35.44092395137165,0,Tuesday,0,Aucun,429200
2022-01-05,Lait_1L,Laitage,1200,87,87,0,113,7,33.88064243104891,0,Wednesday,0,Aucun,104400
2022-01-05,Yaourt,Laitage,500,135,96,39,96,5,36.51079119243445,1,Wednesday,0,Aucun,48000
2022-01-05,Tomates_kg,Légumes,300,96,65,31,65,5,34.62760283335502,1,Wednesday,0,Aucun,19500
2022-01-05,Oignons_kg,Légumes,700,59,59,0,72,10,37.22102245384322,0,Wednesday,0,Aucun,41300
2022-01-05,Bananes_kg,Fruits,2500,46,46,0,60,5,31.556840081525,0,Wednesday,0,Aucun,115000
2022-01-05,Poulet_frais,Viandes,1500,46,46,0,64,3,39.16880848443977,0,Wednesday,0,Aucun,69000
2022-01-05,Poisson_frais,Poissons,2000,191,191,0,269,2,36.54510580162598,0,Wednesday,0,Aucun,382000
2022-01-05,Riz_5kg,Epicerie,400,116,116,0,131,365,36.541357852736624,0,Wednesday,0,Aucun,46400
2022-01-05,Sucre_1kg,Epicerie,800,98,98,0,169,730,35.69688847452922,0,Wednesday,0,Aucun,78400
2022-01-05,Huile_1L,Epicerie,600,71,71,0,131,550,35.52854276615697,0,Wednesday,0,Aucun,42600
2022-01-05,Viandes_kg,Viandes,3700,120,120,0,214,5,35.44950114901879,0,Wednesday,0,Aucun,444000
2022-01-06,Lait_1L,Laitage,1200,95,95,0,109,7,35.42272210421397,0,Thursday,0,Aucun,114000
2022-01-06,Yaourt,Laitage,500,137,137,0,187,5,32.80890010484859,0,Thursday,0,Aucun,68500
2022-01-06,Tomates_kg,Légumes,300,109,109,0,114,5,35.64937576874593,0,Thursday,0,Aucun,32700
2022-01-06,Oignons_kg,Légumes,700,59,59,0,102,10,39.778945382778396,0,Thursday,0,Aucun,41300
2022-01-06,Bananes_kg,Fruits,2500,50,38,12,38,5,33.69817520296984,0,Thursday,0,Aucun,95000
2022-01-06,Poulet_frais,Viandes,1500,41,41,0,72,3,35.81318524622679,0,Thursday,0,Aucun,61500
2022-01-06,Poisson_frais,Poissons,2000,164,164,0,294,2,41.73441981803169,0,Thursday,0,Aucun,328000
2022-01-06,Riz_5kg,Epicerie,400,127,103,24,103,365,34.287824116379994,0,Thursday,0,Aucun,41200
2022-01-06,Sucre_1kg,Epicerie,800,106,92,14,92,730,40.61601704141691,0,Thursday,0,Aucun,73600
2022-01-06,Huile_1L,Epicerie,600,93,93,0,113,550,34.0268136572978,0,Thursday,0,Aucun,55800
2022-01-06,Viandes_kg,Viandes,3700,157,157,0,158,5,36.57382700189153,0,Thursday,0,Aucun,580900
2022-01-07,Lait_1L,Laitage,1200,87,51,36,51,7,35.209406254970055,1,Friday,0,Aucun,61200
2022-01-07,Yaourt,Laitage,500,148,148,0,203,5,33.844059209414716,0,Friday,0,Aucun,74000
2022-01-07,Tomates_kg,Légumes,300,92,71,21,71,5,36.3179814203103,1,Friday,0,Aucun,21300
2022-01-07,Oignons_kg,Légumes,700,55,55,0,85,10,34.67450633430946,0,Friday,0,Aucun,38500
2022-01-07,Bananes_kg,Fruits,2500,48,46,2,46,5,31.533452269731548,0,Friday,0,Aucun,115000
2022-01-07,Poulet_frais,Viandes,1500,46,31,15,31,3,39.71033186611656,0,Friday,0,Aucun,46500
2022-01-07,Poisson_frais,Poissons,2000,172,172,0,256,2,34.72976410045938,1,Friday,0,Aucun,344000
2022-01-07,Riz_5kg,Epicerie,400,123,123,0,173,365,33.48235984029712,0,Friday,0,Aucun,49200
2022-01-07,Sucre_1kg,Epicerie,800,107,83,24,83,730,35.541477516498645,0,Friday,0,Aucun,66400
2022-01-07,Huile_1L,Epicerie,600,76,74,2,74,550,38.21312457235253,1,Friday,0,Aucun,44400
2022-01-07,Viandes_kg,Viandes,3700,148,148,0,175,5,33.2310414299385,0,Friday,0,Aucun,547600
2022-01-08,Lait_1L,Laitage,1200,198,144,54,144,7,34.10509633050888,1,Saturday,1,Aucun,172800
2022-01-08,Yaourt,Laitage,500,328,196,132,196,5,35.60572232540839,0,Saturday,1,Aucun,98000
2022-01-08,Tomates_kg,Légumes,300,202,112,90,112,5,32.58578994477351,0,Saturday,1,Aucun,33600
2022-01-08,Oignons_kg,Légumes,700,170,44,126,44,10,35.97355494912367,0,Saturday,1,Aucun,30800
2022-01-08,Bananes_kg,Fruits,2500,123,67,56,67,5,40.02587974900466,0,Saturday,1,Aucun,167500
2022-01-08,Poulet_frais,Viandes,1500,108,74,34,74,3,30.25503822315636,0,Saturday,1,Aucun,111000
2022-01-08,Poisson_frais,Poissons,2000,383,244,139,244,2,35.23702704273217,1,Saturday,1,Aucun,488000
2022-01-08,Riz_5kg,Epicerie,400,268,182,86,182,365,28.888772195083583,1,Saturday,1,Aucun,72800
2022-01-08,Sucre_1kg,Epicerie,800,237,72,165,72,730,39.710096841628015,0,Saturday,1,Aucun,57600
2022-01-08,Huile_1L,Epicerie,600,177,116,61,116,550,35.96815568101427,0,Saturday,1,Aucun,69600
2022-01-08,Viandes_kg,Viandes,3700,352,202,150,202,5,32.51830716934303,0,Saturday,1,Aucun,747400
2022-01-09,Lait_1L,Laitage,1200,197,107,90,107,7,35.67227744543125,0,Sunday,1,Aucun,128400
2022-01-09,Yaourt,Laitage,500,296,225,71,225,5,35.03777720234538,0,Sunday,1,Aucun,112500
2022-01-09,Tomates_kg,Légumes,300,197,60,137,60,5,38.6012346452402,1,Sunday,1,Aucun,18000
2022-01-09,Oignons_kg,Légumes,700,154,55,99,55,10,40.448263370731446,0,Sunday,1,Aucun,38500
2022-01-09,Bananes_kg,Fruits,2500,108,37,71,37,5,36.388172940923354,0,Sunday,1,Aucun,92500
2022-01-09,Poulet_frais,Viandes,1500,97,61,36,61,3,31.877449540160313,1,Sunday,1,Aucun,91500
2022-01-09,Poisson_frais,Poissons,2000,424,256,168,256,2,34.631633752527456,0,Sunday,1,Aucun,512000
2022-01-09,Riz_5kg,Epicerie,400,251,104,147,104,365,36.94667972376065,0,Sunday,1,Aucun,41600
2022-01-09,Sucre_1kg,Epicerie,800,228,92,136,92,730,34.676045106940826,1,Sunday,1,Aucun,73600
2022-01-09,Huile_1L,Epicerie,600,189,133,56,133,550,39.581303779677434,1,Sunday,1,Aucun,79800
2022-01-09,Viandes_kg,Viandes,3700,382,187,195,187,5,36.02737075402254,0,Sunday,1,Aucun,691900
2022-01-10,Lait_1L,Laitage,1200,96,96,0,102,7,40.734588819528284,1,Monday,0,Aucun,115200
2022-01-10,Yaourt,Laitage,500,125,125,0,157,5,33.03041314559355,0,Monday,0,Aucun,62500
2022-01-10,Tomates_kg,Légumes,300,98,98,0,163,5,32.66275931225638,0,Monday,0,Aucun,29400
2022-01-10,Oignons_kg,Légumes,700,63,63,0,65,10,25.0,0,Monday,0,Aucun,44100
2022-01-10,Bananes_kg,Fruits,2500,61,61,0,73,5,34.19521081415146,0,Monday,0,Aucun,152500
2022-01-10,Poulet_frais,Viandes,1500,45,45,0,72,3,27.173635970946872,0,Monday,0,Aucun,67500
2022-01-10,Poisson_frais,Poissons,2000,173,173,0,202,2,33.034744148527764,0,Monday,0,Aucun,346000
2022-01-10,Riz_5kg,Epicerie,400,125,125,0,165,365,35.75358491665902,0,Monday,0,Aucun,50000
2022-01-10,Sucre_1kg,Epicerie,800,90,89,1,89,730,33.638610005083535,0,Monday,0,Aucun,71200
2022-01-10,Huile_1L,Epicerie,600,68,68,0,118,550,35.38412320567538,0,Monday,0,Aucun,40800
2022-01-10,Viandes_kg,Viandes,3700,152,152,0,204,5,33.55598495216083,0,Monday,0,Aucun,562400
2022-01-11,Lait_1L,Laitage,1200,81,81,0,124,7,36.09979473829055,0,Tuesday,0,Aucun,97200
2022-01-11,Yaourt,Laitage,500,123,123,0,234,5,32.180360641017934,0,Tuesday,0,Aucun,61500
2022-01-11,Tomates_kg,Légumes,300,103,78,25,78,5,33.49028754300276,0,Tuesday,0,Aucun,23400
2022-01-11,Oignons_kg,Légumes,700,68,68,0,85,10,38.13593837902283,0,Tuesday,0,Aucun,47600
2022-01-11,Bananes_kg,Fruits,2500,51,38,13,38,5,34.87512189713923,0,Tuesday,0,Aucun,95000
2022-01-11,Poulet_frais,Viandes,1500,37,37,0,72,3,32.29965302577826,0,Tuesday,0,Aucun,55500
2022-01-11,Poisson_frais,Poissons,2000,193,193,0,212,2,35.53438527728319,0,Tuesday,0,Aucun,386000
2022-01-11,Riz_5kg,Epicerie,400,126,102,24,102,365,35.10690637955137,0,Tuesday,0,Aucun,40800
2022-01-11,Sucre_1kg,Epicerie,800,98,73,25,73,730,37.60054719002643,0,Tuesday,0,Aucun,58400
2022-01-11,Huile_1L,Epicerie,600,73,73,0,108,550,36.41311049425406,0,Tuesday,0,Aucun,43800
2022-01-11,Viandes_kg,Viandes,3700,171,106,65,106,5,33.06028134727242,0,Tuesday,0,Aucun,392200
2022-01-12,Lait_1L,Laitage,1200,89,89,0,117,7,31.755355989156815,0,Wednesday,0,Aucun,106800
2022-01-12,Yaourt,Laitage,500,138,138,0,190,5,36.204681704378,0,Wednesday,0,Aucun,69000
2022-01-12,Tomates_kg,Légumes,300,106,106,0,160,5,39.94084703116155,0,Wednesday,0,Aucun,31800
2022-01-12,Oignons_kg,Légumes,700,65,65,0,95,10,28.76261683107651,1,Wednesday,0,Aucun,45500
2022-01-12,Bananes_kg,Fruits,2500,46,46,0,59,5,34.93557511287602,0,Wednesday,0,Aucun,115000
2022-01-12,Poulet_frais,Viandes,1500,40,33,7,33,3,35.14556488383448,0,Wednesday,0,Aucun,49500
2022-01-12,Poisson_frais,Poissons,2000,179,103,76,103,2,32.507149650766884,0,Wednesday,0,Aucun,206000
2022-01-12,Riz_5kg,Epicerie,400,134,134,0,153,365,29.761515324016425,0,Wednesday,0,Aucun,53600
2022-01-12,Sucre_1kg,Epicerie,800,88,79,9,79,730,42.85009983980478,0,Wednesday,0,Aucun,63200
2022-01-12,Huile_1L,Epicerie,600,71,71,0,108,550,35.038854613862284,1,Wednesday,0,Aucun,42600
2022-01-12,Viandes_kg,Viandes,3700,137,137,0,223,5,32.37290377499827,0,Wednesday,0,Aucun,506900
2022-01-13,Lait_1L,Laitage,1200,73,73,0,93,7,36.87984820259896,0,Thursday,0,Aucun,87600
2022-01-13,Yaourt,Laitage,500,135,88,47,88,5,31.962145787260905,0,Thursday,0,Aucun,44000
2022-01-13,Tomates_kg,Légumes,300,98,98,0,153,5,33.32077407581519,1,Thursday,0,Aucun,29400
2022-01-13,Oignons_kg,Légumes,700,77,77,0,103,10,39.51507534398246,0,Thursday,0,Aucun,53900
2022-01-13,Bananes_kg,Fruits,2500,44,44,0,70,5,37.28854187239436,0,Thursday,0,Aucun,110000
2022-01-13,Poulet_frais,Viandes,1500,39,38,1,38,3,36.91390009706289,0,Thursday,0,Aucun,57000
2022-01-13,Poisson_frais,Poissons,2000,190,188,2,188,2,33.49764085274722,0,Thursday,0,Aucun,376000
2022-01-13,Riz_5kg,Epicerie,400,127,127,0,171,365,40.72105670573167,0,Thursday,0,Aucun,50800
2022-01-13,Sucre_1kg,Epicerie,800,93,93,0,156,730,37.06049537162794,0,Thursday,0,Aucun,74400
2022-01-13,Huile_1L,Epicerie,600,79,79,0,114,550,27.98122099245534,1,Thursday,0,Aucun,47400
2022-01-13,Viandes_kg,Viandes,3700,163,104,59,104,5,34.961767548534894,0,Thursday,0,Aucun,384800
2022-01-14,Lait_1L,Laitage,1200,92,76,16,76,7,38.163185647547344,0,Friday,0,Aucun,91200
2022-01-14,Yaourt,Laitage,500,134,134,0,176,5,35.26110568444002,0,Friday,0,Aucun,67000
2022-01-14,Tomates_kg,Légumes,300,90,74,16,74,5,32.15797586017363,0,Friday,0,Aucun,22200
2022-01-14,Oignons_kg,Légumes,700,70,70,0,115,10,38.99131568980725,0,Friday,0,Aucun,49000
2022-01-14,Bananes_kg,Fruits,2500,45,39,6,39,5,40.99795161874941,0,Friday,0,Aucun,97500
2022-01-14,Poulet_frais,Viandes,1500,54,50,4,50,3,35.54159252541629,0,Friday,0,Aucun,75000
2022-01-14,Poisson_frais,Poissons,2000,181,167,14,167,2,42.93071475019565,0,Friday,0,Aucun,334000
2022-01-14,Riz_5kg,Epicerie,400,147,147,0,211,365,39.77955987991819,1,Friday,0,Aucun,58800
2022-01-14,Sucre_1kg,Epicerie,800,91,91,0,105,730,33.466352970706446,0,Friday,0,Aucun,72800
2022-01-14,Huile_1L,Epicerie,600,57,57,0,131,550,42.61607330521246,0,Friday,0,Aucun,34200
2022-01-14,Viandes_kg,Viandes,3700,157,157,0,269,5,36.57185800132338,0,Friday,0,Aucun,580900
2022-01-15,Lait_1L,Laitage,1200,198,74,124,74,7,30.332750072385114,1,Saturday,1,Aucun,88800
2022-01-15,Yaourt,Laitage,500,292,231,61,231,5,26.646093065653698,0,Saturday,1,Aucun,115500
2022-01-15,Tomates_kg,Légumes,300,216,92,124,92,5,38.24137960701605,0,Saturday,1,Aucun,27600
2022-01-15,Oignons_kg,Légumes,700,156,102,54,102,10,29.46528427911172,1,Saturday,1,Aucun,71400
2022-01-15,Bananes_kg,Fruits,2500,112,42,70,42,5,30.911889189380062,0,Saturday,1,Aucun,105000
2022-01-15,Poulet_frais,Viandes,1500,95,73,22,73,3,29.266238960317928,0,Saturday,1,Aucun,109500
2022-01-15,Poisson_frais,Poissons,2000,392,117,275,117,2,38.11997731948949,0,Saturday,1,Aucun,234000
2022-01-15,Riz_5kg,Epicerie,400,284,137,147,137,365,31.998139158281177,0,Saturday,1,Aucun,54800
2022-01-15,Sucre_1kg,Epicerie,800,230,62,168,62,730,30.777464915846537,0,Saturday,1,Aucun,49600
2022-01-15,Huile_1L,Epicerie,600,180,76,104,76,550,32.66654993722737,0,Saturday,1,Aucun,45600
2022-01-15,Viandes_kg,Viandes,3700,323,156,167,156,5,37.165016192129706,0,Saturday,1,Aucun,577200
2022-01-16,Lait_1L,Laitage,1200,197,116,81,116,7,31.61284468634831,0,Sunday,1,Aucun,139200
2022-01-16,Yaourt,Laitage,500,331,114,217,114,5,37.44159172437082,0,Sunday,1,Aucun,57000
2022-01-16,Tomates_kg,Légumes,300,230,96,134,96,5,32.17875867629629,0,Sunday,1,Aucun,28800
2022-01-16,Oignons_kg,Légumes,700,139,46,93,46,10,39.089459306320116,0,Sunday,1,Aucun,32200
2022-01-16,Bananes_kg,Fruits,2500,133,58,75,58,5,37.30975867558899,0,Sunday,1,Aucun,145000
2022-01-16,Poulet_frais,Viandes,1500,91,44,47,44,3,38.015306486898965,0,Sunday,1,Aucun,66000
2022-01-16,Poisson_frais,Poissons,2000,378,236,142,236,2,33.47768814227605,0,Sunday,1,Aucun,472000
2022-01-16,Riz_5kg,Epicerie,400,274,160,114,160,365,33.934903017059824,0,Sunday,1,Aucun,64000
2022-01-16,Sucre_1kg,Epicerie,800,236,140,96,140,730,35.77241970374797,0,Sunday,1,Aucun,112000
2022-01-16,Huile_1L,Epicerie,600,175,117,58,117,550,35.51259631438383,1,Sunday,1,Aucun,70200
2022-01-16,Viandes_kg,Viandes,3700,382,126,256,126,5,34.44804999094196,0,Sunday,1,Aucun,466200
2022-01-17,Lait_1L,Laitage,1200,85,85,0,149,7,32.721081858565334,0,Monday,0,Aucun,102000
2022-01-17,Yaourt,Laitage,500,151,151,0,196,5,34.98994739102308,0,Monday,0,Aucun,75500
2022-01-17,Tomates_kg,Légumes,300,113,71,42,71,5,34.70341136886435,0,Monday,0,Aucun,21300
2022-01-17,Oignons_kg,Légumes,700,49,49,0,101,10,41.89387692799125,0,Monday,0,Aucun,34300
2022-01-17,Bananes_kg,Fruits,2500,56,56,0,72,5,34.32498228988887,1,Monday,0,Aucun,140000
2022-01-17,Poulet_frais,Viandes,1500,57,57,0,58,3,38.62277651129079,0,Monday,0,Aucun,85500
2022-01-17,Poisson_frais,Poissons,2000,170,155,15,155,2,36.822700592994074,0,Monday,0,Aucun,310000
2022-01-17,Riz_5kg,Epicerie,400,135,135,0,147,365,30.44246005104147,0,Monday,0,Aucun,54000
2022-01-17,Sucre_1kg,Epicerie,800,84,84,0,102,730,32.165927937390705,0,Monday,0,Aucun,67200
2022-01-17,Huile_1L,Epicerie,600,78,78,0,95,550,41.90873569316934,0,Monday,0,Aucun,46800
2022-01-17,Viandes_kg,Viandes,3700,133,133,0,133,5,36.991211641664066,0,Monday,0,Aucun,492100
2022-01-18,Lait_1L,Laitage,1200,94,94,0,132,7,38.030424381285854,0,Tuesday,0,Aucun,112800
2022-01-18,Yaourt,Laitage,500,141,141,0,197,5,35.11922508773128,1,Tuesday,0,Aucun,70500
2022-01-18,Tomates_kg,Légumes,300,120,120,0,164,5,35.03404543692866,1,Tuesday,0,Aucun,36000
2022-01-18,Oignons_kg,Légumes,700,85,46,39,46,10,36.33991919455126,1,Tuesday,0,Aucun,32200
2022-01-18,Bananes_kg,Fruits,2500,50,50,0,59,5,34.36018287210263,0,Tuesday,0,Aucun,125000
2022-01-18,Poulet_frais,Viandes,1500,33,33,0,63,3,35.28836233082295,0,Tuesday,0,Aucun,49500
2022-01-18,Poisson_frais,Poissons,2000,168,136,32,136,2,33.613174133884876,0,Tuesday,0,Aucun,272000
2022-01-18,Riz_5kg,Epicerie,400,121,113,8,113,365,36.23771118993237,0,Tuesday,0,Aucun,45200
2022-01-18,Sucre_1kg,Epicerie,800,116,75,41,75,730,29.21094621105753,0,Tuesday,0,Aucun,60000
2022-01-18,Huile_1L,Epicerie,600,60,60,0,86,550,33.687002990591886,1,Tuesday,0,Aucun,36000
2022-01-18,Viandes_kg,Viandes,3700,149,118,31,118,5,31.440994714335883,0,Tuesday,0,Aucun,436600
2022-01-19,Lait_1L,Laitage,1200,70,70,0,106,7,30.183773026446314,0,Wednesday,0,Aucun,84000
2022-01-19,Yaourt,Laitage,500,126,126,0,163,5,36.70356042131382,0,Wednesday,0,Aucun,63000
2022-01-19,Tomates_kg,Légumes,300,105,73,32,73,5,37.358524760567605,0,Wednesday,0,Aucun,21900
2022-01-19,Oignons_kg,Légumes,700,66,66,0,92,10,33.6430155030965,1,Wednesday,0,Aucun,46200
2022-01-19,Bananes_kg,Fruits,2500,53,53,0,53,5,33.05434443182189,0,Wednesday,0,Aucun,132500
2022-01-19,Poulet_frais,Viandes,1500,55,55,0,58,3,37.4055719961205,0,Wednesday,0,Aucun,82500
2022-01-19,Poisson_frais,Poissons,2000,182,182,0,216,2,34.61536542171467,0,Wednesday,0,Aucun,364000
2022-01-19,Riz_5kg,Epicerie,400,124,83,41,83,365,33.49658009816429,1,Wednesday,0,Aucun,33200
2022-01-19,Sucre_1kg,Epicerie,800,115,115,0,121,730,41.70702406095342,0,Wednesday,0,Aucun,92000
2022-01-19,Huile_1L,Epicerie,600,85,85,0,100,550,33.00218455161381,0,Wednesday,0,Aucun,51000
2022-01-19,Viandes_kg,Viandes,3700,125,94,31,94,5,32.281892616493174,0,Wednesday,0,Aucun,347800
2022-01-20,Lait_1L,Laitage,1200,90,86,4,86,7,37.92455085408839,0,Thursday,0,Aucun,103200
2022-01-20,Yaourt,Laitage,500,142,142,0,160,5,37.72248430525177,0,Thursday,0,Aucun,71000
2022-01-20,Tomates_kg,Légumes,300,116,116,0,136,5,35.1076836493031,0,Thursday,0,Aucun,34800
2022-01-20,Oignons_kg,Légumes,700,64,64,0,79,10,33.086440709811676,0,Thursday,0,Aucun,44800
2022-01-20,Bananes_kg,Fruits,2500,53,53,0,82,5,33.57756325662963,0,Thursday,0,Aucun,132500
2022-01-20,Poulet_frais,Viandes,1500,49,31,18,31,3,38.12061778467098,0,Thursday,0,Aucun,46500
2022-01-20,Poisson_frais,Poissons,2000,183,138,45,138,2,34.715739879264795,0,Thursday,0,Aucun,276000
2022-01-20,Riz_5kg,Epicerie,400,119,86,33,86,365,35.57329720405971,0,Thursday,0,Aucun,34400
2022-01-20,Sucre_1kg,Epicerie,800,89,89,0,147,730,35.13930964446845,0,Thursday,0,Aucun,71200
2022-01-20,Huile_1L,Epicerie,600,79,79,0,115,550,36.61406706439053,0,Thursday,0,Aucun,47400
2022-01-20,Viandes_kg,Viandes,3700,160,111,49,111,5,35.143862150849316,1,Thursday,0,Aucun,410700
2022-01-21,Lait_1L,Laitage,1200,84,84,0,140,7,36.4712587151083,0,Friday,0,Aucun,100800
2022-01-21,Yaourt,Laitage,500,121,121,0,199,5,33.188659282813795,0,Friday,0,Aucun,60500
2022-01-21,Tomates_kg,Légumes,300,101,66,35,66,5,38.40981431511368,0,Friday,0,Aucun,19800
2022-01-21,Oignons_kg,Légumes,700,69,52,17,52,10,33.62909802926772,0,Friday,0,Aucun,36400
2022-01-21,Bananes_kg,Fruits,2500,67,40,27,40,5,38.365559568280545,0,Friday,0,Aucun,100000
2022-01-21,Poulet_frais,Viandes,1500,52,52,0,52,3,38.93163147407664,0,Friday,0,Aucun,78000
2022-01-21,Poisson_frais,Poissons,2000,167,167,0,183,2,30.423424487225784,1,Friday,0,Aucun,334000
2022-01-21,Riz_5kg,Epicerie,400,116,89,27,89,365,32.92427579035627,0,Friday,0,Aucun,35600
2022-01-21,Sucre_1kg,Epicerie,800,132,83,49,83,730,37.851508265847876,0,Friday,0,Aucun,66400
2022-01-21,Huile_1L,Epicerie,600,66,61,5,61,550,33.97107251509211,0,Friday,0,Aucun,36600
2022-01-21,Viandes_kg,Viandes,3700,157,139,18,139,5,36.92816827960263,0,Friday,0,Aucun,514300
2022-01-22,Lait_1L,Laitage,1200,199,74,125,74,7,38.98745759039729,0,Saturday,1,Aucun,88800
2022-01-22,Yaourt,Laitage,500,277,163,114,163,5,30.92518640982994,0,Saturday,1,Aucun,81500
2022-01-22,Tomates_kg,Légumes,300,231,176,55,176,5,34.05170639469042,0,Saturday,1,Aucun,52800
2022-01-22,Oignons_kg,Légumes,700,162,111,51,111,10,40.88846790213638,0,Saturday,1,Aucun,77700
2022-01-22,Bananes_kg,Fruits,2500,101,89,12,89,5,33.844819214421484,0,Saturday,1,Aucun,222500
2022-01-22,Poulet_frais,Viandes,1500,102,70,32,70,3,34.9891923827283,0,Saturday,1,Aucun,105000
2022-01-22,Poisson_frais,Poissons,2000,354,259,95,259,2,31.52490593242237,1,Saturday,1,Aucun,518000
2022-01-22,Riz_5kg,Epicerie,400,295,151,144,151,365,34.46296409864755,0,Saturday,1,Aucun,60400
2022-01-22,Sucre_1kg,Epicerie,800,269,173,96,173,730,32.80436874310935,0,Saturday,1,Aucun,138400
